spoonacular_recipe_id,title,instructions,servings,ready_in_minutes,image_url,created_at,updated_at
650126,Linguine E Americana,"<ol><li>Saute the bacon in a large stockpot.</li><li>Cook until lightly browned but not burned.</li><li>Add the onion, stirring well to coat in bacon drippings.</li><li>Saute for 7-8 minutes over medium-high heat, until onion is soft and translucent.</li><li>Add garlic, carrots, and celery, mixing well with onion, and saute for 10 minutes until tender.</li><li>Add can of tomatoes, juice and all.</li><li>Bring to a simmer and then add the chicken stock.</li><li>Add salt and pepper.</li><li>Bring to a boil and add the pasta (be sure to break the linguine into 2-inch-long pieces).</li><li>Cook for about 10-12 minutes, until pasta is ""al dente"", the Italian expression for cooked pasta that is still firm, but not hard.</li><li>Stir the pot frequently as there will not be an abundance of liquid in which to cook the pasta.</li><li>Alternatively, you could cook the pasta in a separate pot of boiling water, drain it, and add to  the carrot/celery/chicken stock sauce.  But the pasta won't absorb all of the yummy flavors that way.)</li><li>Taste the sauce, and add more salt and pepper if necessary.</li><li>About the time the pasta is al dente, you will be left with a lovely sauce in the pot.  (If it is too runny and soupy, continue to cook a bit longer.)</li><li>Serve and garnish with the cheese.</li></ol>",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/650126.jpg,2026-03-14 22:24:17.185355+00,2026-03-14 22:24:17.289+00
650139,"Linguine with Prawns, Fresh Tomatoes and Spinach","<ol><li>Cook the Linguine according to package direction.</li><li>In a large skillet under medium heat melt the butter with the olive oil. Add the chopped tomatoes, chopped parsley, chopped garlic and saute until slightly tender. Add the spinach, the wine and the prawns. Saute until the prawns are pink and the spinach wilted.</li><li>Drain the pasta, add it to the skillet and mix well.</li><li>Serve hot.</li></ol>",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/650139.jpg,2026-03-14 23:19:31.498944+00,2026-03-14 23:19:31.637+00
650646,Majorcan Toasts,"Put broiler on and toast the breads on one side for about 2 minutes (especially if your top rack is right up against the broiler) or until they are golden brown.
In the meantime, combine in a bowl the tomatoes, salt, thyme/oregano and sugar and let sit.
When the toasts are ready, spread the sobrassada across the warm toasts, arrange on the plate and then dress them with the tomato mixture.
Serve immediately.",2,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/650646.jpg,2026-03-14 22:23:42.817947+00,2026-03-14 22:23:42.896+00
651190,Masala-Tofu Burger,"In a large skillet over medium-high heat, add spray with a generous amount of PAM and add oil. Add mustard seeds and saute for 30 seconds-till you hear popping noises. Add curry leaves- BE CAREFUL, they pop hot oil! Add onions and peppers- sweat for about 30 seconds. Add chopped garlic, chilies and turmeric. Saute for about 5-7 minutes, until the onions and peppers are soft. Add peas and carrots mixture, cumin powder and salt. Saute for about 7-10 minutes- you want all the veggies to be soft and cooked through.
Meanwhile in a small bowl, add the cubed tofu, a pinch of turmeric, cumin powder, coarse black pepper and some cayenne pepper (totally optional!). Mix and set aside to marinate for a bit.
Once the veggies are cooked, add the tofu- saute until slightly brown and soft enough that it crumbles. Add juice form half a lemon and half of the chopped cilantro. Mix and add the diced boiled potato, and toss until everything is coated, soft and taste for salt/spices. Using a masher, mash the mixture until mushy and until the veggies are small. Set aside to cool. Once cooled, add a bit of the breadcrumbs and mix with your hands. Start forming into thick patties (mixture should make 4). If its still giving you a hard time, add more breadcrumbs. Make 4 patties, place on a plate and wrap with plastic wrap until ready to use.
In a small skillet sprayed with PAM over medium-high heat, add one patty at a time. Cook for about 2 minutes on each side- until browned and crispy.At the same time, saute the thick slices of onion, until charred and slightly soft. Spread a generous amount of the chutney spread on each side on the bread, place burger, onions tomato and cilantro leaves. Serve with a slice of lemon and reduced-fat chips on the side.",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/651190.jpg,2026-03-14 23:08:50.684493+00,2026-03-14 23:08:50.809+00
651341,Meatball Sliders,"<ol><li>To make the tomato sauce:</li><li>Pure tomatoes with their juice in a blender and transfer to a bowl.</li><li>Heat oil in a large heavy pot over medium-high heat and saut onion until golden, about 6 minutes. Add garlic and saut, stirring, 1 minute. Add tomato pure, sugar, bay leaf, and 1 1/2 teaspoons salt and simmer, uncovered, stirring occasionally, until thickened, 40 to 50 minutes. Discard bay leaf.</li><li>Make meatballs while sauce simmers:</li><li>Stir together bread crumbs and milk in a large bowl and let stand 10 minutes. Add meat, garlic, cheese, eggs, parsley, oregano, marjoram, 1/2 teaspoon salt, and 1/2 teaspoon pepper and blend until just combined well (do not overmix). Form level 1/4-cup portions into meatballs.</li><li>Heat oil in a 10-inch heavy skillet over medium-high heat hot and fry meatballs, about 6 at a time, turning occasionally, until well browned and cooked through, 4 to 6 minutes per batch. Transfer to paper towels with a slotted spoon.</li><li>Simmer meatballs in sauce and assemble sliders:</li><li>Add drained meatballs to tomato sauce and simmer, stirring occasionally, until meatballs are heated through.</li><li>Assemble sliders with a meatball and 1 tablespoon sauce per bun. Garnish with baby greens and secure each with a wooden pick.</li></ol>",20,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/651341.jpg,2026-03-14 23:09:25.464038+00,2026-03-14 23:09:25.616+00
651342,Meatball Subs,"Preheat oven to 450 degrees.
Place ground sirloin in a large mixing bowl and punch a well into the center of meat. Fill well with the egg, bread crumbs, onion, garlic, red pepper flakes, Worcestershire, parsley, cheese, and a little salt and pepper. Mix up meatball ingredients until well combined, yet not over-mixed. Divide mix into 4 equal parts, roll each part into 4 balls and space equally onto a nonstick baking sheet. Place meatballs in oven and roast about 12 minutes. Break a meatball open and make sure meat is cooked through before removing from the oven.
Heat a medium saucepan over medium heat. Add oil and garlic. When garlic starts sizzling, add herbs and crushed pepper. Allow oil to infuse for half a minute, then stir in the tomatoes and season sauce with salt and pepper. Bring sauce to a bubble, reduce heat, and simmer until meatballs are removed from oven.
Combine meatballs and sauce and pile into sub rolls, 4 meatballs per sub. Top with shredded cheese and place subs under broiler to melt cheese. Top with shredded basil or arugula and serve with a pile of Oven Fries.
This recipe yields 4 servings.
0 0",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/651342.jpg,2026-03-14 23:09:33.686713+00,2026-03-14 23:09:33.838+00
651624,Mexican Fiesta Salad Pizza,"<ol><li>Preheat oven to 375 degrees F.</li><li>Unroll crescent dough; separate into 16 triangles.  Arrange 14 of the triangles in a circle on a round baking stone or pizza pan, with wide ends even with edge of baking stone and points toward center.  Place the remaining two triangles in the center, pinching seams to seal.  Bake 15-18 minutes or until golden brown.  Remove from oven, cool.</li><li>In a 12-inch skillet, cook ground meat over medium heat 10-12 minutes or until no longer pink, breaking meat into crumbles.  Drain if necessary.</li><li>Combine salsa, seasoning mix and garlic and add to meat mixture.  Toss to coat.  Spread sour cream over crust.  Spoon meat mixture over sour cream.</li><li>Top with lettuce, tomatoes, onions, cheese and olives.</li></ol>",8,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/651624.jpg,2026-03-14 22:24:49.399803+00,2026-03-14 22:24:49.501+00
651646,Mexican Lasagna with Chicken & Black Bean,"<ol><li>- Preheat oven to 375F</li><li>- Over medium heat, add oil on a skillet. When heated, brown ground chicken for few minutes.</li><li>- Add onions and bell pepper. Let them sweat for couple minutes and add black beans, jalapeno and stir them together. Continue this for 2-3 minutes.</li><li>- Add all the spices and 1/4 cup enchilada sauce. Allow it to cook for few minutes then remove from heat. Let it cool for few minutes or leave it in the refrigerator for quick chill.</li><li>- In a baking dish, pour about 2-3 tablespoon enchilada sauce then one tortilla. Spread 1 tablespoon of sauce over the tortilla then spoon chicken-bean mixture followed by 1 tablespoon of cheese or more if you like.</li><li>- Layer it likewise with the remaining tortillas. Just make sure the tortillas are well covered in sauce otherwise it will be very dry.</li><li>- Top the last tortilla with remaining sauce and cheese.</li><li>- Bake it covered for 10-12 minutes or until the sauce bubbles and cheese is melted completely.</li></ol>",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/651646.jpg,2026-03-14 23:17:26.278729+00,2026-03-14 23:17:26.418+00
651965,Mini Meatball & Ravioli Soup With Garlic Croutons,"<ol><li>In a large soup pot saute the onion and bell pepper in two tablespoons Olive oil until soft and tender, season with salt and pepper. Add the garlic, saute until fragrant. Add the parsley, Italian seasoning, thyme, chicken broth, and tomatoes. Bring slowly up to a boil. In the meantime make the meatballs.</li><li>Combine all the meatball ingredients in a large bowl. Measure out two teaspoons and form into a ball. Measure out a few to use as a guide for making the rest.</li><li>Once the soup is boiling carefully drop the meatballs into the pot using a spoon. Bring back to a slow simmer and continue simmering for ten minutes.</li><li>Turn up the heat and carefully add the mini raviolis and the spinach. Bring back up to a simmer and continue simmering for ten more minutes or until ravioli are cooked through. Don't cook past this - the meatballs will begin to fall apart. In the meantime make the croutons.</li><li>To make the croutons saute two cloves garlic in one Olive oil until fragrant. Add two - three tablespoons butter, the cubed bread, and the parsley. Cook over medium-low heat, turning to get all sides browned.</li><li>Serve topped with croutons and with plenty of Parmesan Cheese.</li></ol>",6,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/651965.jpg,2026-03-14 23:12:17.22317+00,2026-03-14 23:12:17.349+00
652059,Miso Eggplant Gratin,"<ol><li>Preheat the oven to 450 F.</li><li>Cut the eggplant into bite size pieces and soak in water for 5 minutes.</li><li>Drain and pat dry.</li><li>Heat the oil in a pan on medium heat.</li><li>Add the eggplant pieces and brown on both sides.</li><li>Season with garlic, salt and pepper and hold.</li><li>To make the miso-tofu sauce, drain the tofu in a seive.</li><li>Sift together flour and cornstarch in a microwavable bowl.</li><li>Slowly add milk to the flour mixture.</li><li>Microwave on medium for 2 1/2 minutes.</li><li>Whisk the mixture to a smooth paste.</li><li>Add butter, stock powder, and heavy cream and mix thoroughly.</li><li>While the mixture is still hot, stir in miso and crumble the tofu into the sauce.  Mix till you have a thick paste-like consistency.</li><li>Pour half of the tofu-miso sauce into a casserole dish, cover with cooked eggplant and sprinkle half of the cheese on top.</li><li>Pour the remaining sauce into the dish and top with the remaining cheese.</li><li>Bake for 20 minutes until the gratin is bubbling and golden brown in color.</li><li>Serve with rice.</li></ol>",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/652059.jpg,2026-03-14 22:24:17.979145+00,2026-03-14 22:24:18.023+00
652078,Miso Soup With Thin Noodles,"Directions:
After the miso has been prepared, start adding the ""stuff"" to the soup pot. It can be your preference, but I opted to start with the onions and chives and then added the zucchini, parsnip, carrots, mushrooms and ginger. Cover the pot and let cook on a low flame for 20-30 minutes, tasting as you go. Add the tofu and pasta, allowing the pasta to cook for 8-10 minutes. Taste the soup, adding red pepper and turn off flame when ready. Place spinach on the bottom of your soup bowl. You can also place the spinach directly in the pot, but since it wilts so quickly I usually do it this way.
What do you usually add to your Miso Soup?
Seriously Soupy Serena",8,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/652078.jpg,2026-03-14 23:10:23.876868+00,2026-03-14 23:10:24.029+00
652330,Mommie's Seafood Enchiladas,"<ol><li>Instructions</li><li>On medium heat, melt up your butter. Now add in your garlic and green onions. Let it cook up for a minute and then add in the cilantro.</li><li>Spin it around in the pot for a minute or two and then add in the shrimp, chili powder, cumin, salt, and pepper. Cook until the shrimp are just cooked through and then add in the crab. Let it heat through and remove it from the heat.</li><li>Add in your lime juice and cream and mix it up. Finally add in your chopped tomato and avocado. Mix it up and get ready to assemble!</li><li>Grab your tortillas, throw a few spoonfuls on each one, roll them up and stick them in your baking dish. Now grab your jug of salsa verde and throw it over the top. Finally, sprinkle the shredded cheese across the top of the enchiladas.</li><li>Go ahead and throw them into a 350 degree oven for 15-20 minutes or until the cheese is bubbly and golden brown.</li></ol>",8,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/652330.jpg,2026-03-14 23:08:27.47411+00,2026-03-14 23:08:27.625+00
